"endTime","artistName","trackName","msPlayed"
"2022-09-10 23:26","Zack Tabudlo","Asan Ka Na Ba",241132
"2022-09-10 23:31","Adie","Tahanan",293727
"2022-09-10 23:36","Arthur Nery","Pagsamo",297001
"2022-09-10 23:39","NAYEON","POP!",168106
"2022-09-10 23:43","Zack Tabudlo","Habang Buhay",244067
"2022-09-10 23:47","Adie","Mahika",201951
"2022-09-10 23:50","Troye Sivan","Angel Baby",220779
"2022-09-10 23:53","Justin Bieber","Ghost",153190
"2022-09-10 23:57","NOBITA","Ikaw Lang",263500
"2022-09-11 00:01","Zack Tabudlo","Nangangamba",210354
"2022-09-11 00:04","Stephen Sanchez","Until I Found You",176666
"2022-09-11 00:07","Rex Orange County","KEEP IT UP",183000
"2022-09-11 00:11","mrld","Ligaya",248800
"2022-09-11 00:15","Seafret","Atlantis",229173
"2022-09-11 00:20","Adie","Paraluman",312320
"2022-09-11 00:23","Lizzo","About Damn Time",191937
"2022-09-11 00:27","Sam Concepcion","Diwata (Miss Universe Philippines 2021)",210959
"2022-09-11 00:29","anees","sun and moon",151507
"2022-09-11 00:33","Arthur Nery","Higa",245760
"2022-09-11 00:36","benny blanco","Bad Decisions (with BTS & Snoop Dogg)",172714
"2022-09-11 00:39","Charlie Puth","Left and Right (Feat. Jung Kook of BTS)",154486
"2022-09-11 00:42","Harry Styles","As It Was",167303
"2022-09-11 05:12","Rex Orange County","THE SHADE",69743
"2022-09-11 05:17","Paramore","Hate to See Your Heart Break",254386
"2022-09-11 05:20","Paramore","Rose-Colored Boy",212853
"2022-09-11 05:34","Paramore","Playing God",42920
"2022-09-12 20:20","Adie","Mahika",2912
"2022-09-12 20:23","Charlie Puth","Left and Right (Feat. Jung Kook of BTS)",154486
"2022-09-12 20:26","benny blanco","Bad Decisions (with BTS & Snoop Dogg)",172714
"2022-09-12 20:29","Adie","Mahika",201951
"2022-09-12 20:32","NAYEON","POP!",168106
"2022-09-12 20:35","Lizzo","About Damn Time",191937
"2022-09-12 20:39","Zack Tabudlo","Asan Ka Na Ba",241132
"2022-09-12 20:43","Arthur Nery","Isa lang",269256
"2022-09-12 20:49","Ben&Ben","Paninindigan Kita",312234
"2022-09-12 20:52","Sam Concepcion","Diwata (Miss Universe Philippines 2021)",210959
"2022-09-12 20:56","Zack Tabudlo","Pano",254400
"2022-09-12 21:02","Adie","Paraluman",312320
"2022-09-12 21:05","Rex Orange County","KEEP IT UP",183000
"2022-09-12 21:08","Zack Tabudlo","Nangangamba",210354
"2022-09-12 21:13","Ace Banzuelo","Muli",290004
"2022-09-12 21:17","NOBITA","Ikaw Lang",263500
"2022-09-12 21:22","Adie","Tahanan",293727
"2022-09-13 00:07","Paramore","Playing God",140156
"2022-09-13 00:14","Harry Styles","As It Was",107949
"2022-09-13 00:29","Paramore","Misery Business",181083
"2022-09-13 15:21","Paramore","Misery Business",30570
"2022-09-13 15:25","Paramore","Caught in the Middle",214160
"2022-09-13 15:28","Paramore","Forgiveness",219760
"2022-09-13 15:32","Paramore","Ignorance",218626
"2022-09-13 15:34","Fleetwood Mac","Everywhere - 2017 Remaster",125642
"2022-09-13 15:38","Paramore","Brick by Boring Brick",253946
"2022-09-13 15:51","Paramore","26",161436
"2022-09-13 20:04","Paramore","26",60352
"2022-09-13 20:22","Paramore","Told You So",176627
"2022-09-13 20:40","Kendrick Lamar","Die Hard",126821
"2022-09-13 20:42","Marshmello","Numb",155588
"2022-09-13 20:46","The Weeknd","Out of Time",214193
"2022-09-13 20:50","Peach PRC","Forever Drunk",190107
"2022-09-13 21:02","Alexander 23","Somebody's Nobody",77088
"2022-09-13 21:28","Alexander 23","Somebody's Nobody",955
"2022-09-13 21:30","Surfaces","It Only Takes Two",158604
"2022-09-13 21:33","Shawn Mendes","When You're Gone",172266
"2022-09-13 21:36","Lauv","Stranger",164688
"2022-09-13 21:39","Zach Zoya","Start Over",158537
"2022-09-13 21:41","Johnny Orlando","leave the light on",175226
"2022-09-13 21:56","The Weeknd","Sacrifice",188918
"2022-09-13 21:56","Kendrick Lamar","Die Hard",114220
"2022-09-13 22:01","Sam Smith","Love Me More",189197
"2022-09-13 22:14","Sam Smith","Love Me More",1895
"2022-09-13 22:14","Banx & Ranx","Headphones",1160
"2022-09-13 22:14","Gryffin","Caught Up (with Olivia O'Brien)",650
"2022-09-13 22:14","Eminem","Is This Love ('09) (feat. 50 Cent)",0
"2022-09-13 22:18","Billie Eilish","The 30th",216448
"2022-09-13 22:22","Drake","Falling Back",149131
"2022-09-14 15:04","Paramore","Playing God",182800
"2022-09-14 15:07","Paramore","Forgiveness",219760
"2022-09-14 15:11","Paramore","Still into You",216013
"2022-09-14 15:16","Paramore","Ain't It Fun",296520
"2022-09-14 15:28","Paramore","Daydreaming",96546
"2022-09-14 18:32","Paramore","Daydreaming",174692
"2022-09-14 18:35","Paramore","That's What You Get",220480
"2022-09-14 18:39","Paramore","Caught in the Middle",214160
"2022-09-14 18:43","Paramore","Hard Times",182693
"2022-09-14 18:47","Paramore","Brick by Boring Brick",253946
"2022-09-14 18:51","Fleetwood Mac","Everywhere - 2017 Remaster",226653
"2022-09-14 18:52","Paramore","26",4040
"2022-09-14 18:52","Paramore","Fake Happy",88348
"2022-09-14 18:56","Paramore","Told You So",188946
"2022-09-14 19:10","Paramore","Rose-Colored Boy",71033
"2022-09-15 03:04","Paramore","Rose-Colored Boy",142252
"2022-09-15 03:08","Paramore","I Caught Myself - Twilight Soundtrack Version",235440
"2022-09-15 03:19","Paramore","Misery Business",29947
"2022-09-15 16:31","Rex Orange County","10/10",146093
"2022-09-15 16:35","Rex Orange County","Face to Face",219800
"2022-09-15 16:39","Rex Orange County","It Gets Better",212893
"2022-09-15 16:39","Rex Orange County","It's Not The Same Anymore",34015
"2022-09-15 16:40","Rex Orange County","Stressed Out",24302
"2022-09-15 16:44","Khalid","Hundred",277080
"2022-09-15 16:48","Twenty One Pilots","Level of Concern",220051
"2022-09-15 16:51","The Maine","Black Butterflies and Déjà Vu",203057
"2022-09-15 16:55","Rex Orange County","Face to Face",219800
"2022-09-15 16:58","Paramore","Hard Times",182693
"2022-09-15 17:01","Twenty One Pilots","Legend",172560
"2022-09-15 17:05","Khalid","American Teen",250746
"2022-09-15 17:18","Rex Orange County","New House",39814
"2022-09-16 04:50","Rex Orange County","New House",159287
"2022-09-16 04:53","The Maine","Taxi",187243
"2022-09-16 05:21","Twenty One Pilots","The Hype",220489
"2022-09-16 15:30","Jessie Reyez","FOREVER (with 6LACK)",25589
"2022-09-16 15:34","Joji","Glimpse of Us",233456
"2022-09-16 15:37","88rising","Head In The Clouds",178022
"2022-09-16 17:16","Twenty One Pilots","The Hype",45049
"2022-09-16 17:17","Rex Orange County","Stressed Out",535
"2022-09-16 17:17","Khalid","Better",74967
"2022-09-16 17:21","Carly Rae Jepsen","First Time",215800
"2022-09-16 17:22","Rex Orange County","Pluto Projector",2106
"2022-09-16 17:22","The Maine","My Best Habit",23
"2022-09-16 17:22","Twenty One Pilots","Holding on to You",64570
"2022-09-16 17:26","The Maine","My Best Habit",234667
"2022-09-16 17:31","Rex Orange County","Pluto Projector",267520
"2022-09-16 17:34","Khalid","Young Dumb & Broke",202546
"2022-09-16 17:39","Twenty One Pilots","Chlorine",324466
"2022-09-16 17:43","The Maine","Numb Without You",212857
"2022-09-16 17:49","Rex Orange County","It's Not The Same Anymore",386200
"2022-09-16 17:53","Carly Rae Jepsen","Store",192640
"2022-09-16 17:56","Twenty One Pilots","Stressed Out",202333
"2022-09-16 18:00","The Maine","Slip the Noose",243816
"2022-09-16 18:12","Rex Orange County","Every Way",66955
"2022-09-16 18:35","Rex Orange County","Every Way",66738
"2022-09-16 18:38","Paramore","Rose-Colored Boy",212853
"2022-09-16 18:53","Twenty One Pilots","Morph",257368
"2022-09-16 20:07","Djalil Palermo","Ga3 Li Srali",4993
"2022-09-16 20:07","Twenty One Pilots","Morph",1591
"2022-09-16 20:09","Rex Orange County","Loving Is Easy (feat. Benny Sings)",155720
"2022-09-16 20:20","The Maine","Bad Behavior",190308
"2022-09-16 20:23","Twenty One Pilots","We Don't Believe What's on TV",177200
"2022-09-16 20:26","Fall Out Boy","Lake Effect Kid",220533
"2022-09-16 20:30","Rex Orange County","It Gets Better",212893
"2022-09-16 20:34","The Maine","How Do You Feel?",262314
"2022-09-16 20:37","Twenty One Pilots","Trees",132713
"2022-09-16 20:39","Panic! At The Disco","High Hopes",93667
"2022-09-16 20:43","Rex Orange County","Sunflower",252230
"2022-09-16 20:47","Khalid","Saturday Nights",211626
"2022-09-16 20:51","Twenty One Pilots","Jumpsuit",238560
"2022-09-16 21:04","The Weeknd","Blinding Lights",183016
"2022-09-17 16:25","Kelis","Milkshake",21790
"2022-09-17 16:25","Joji","SLOW DANCING IN THE DARK",201340
"2022-09-17 16:27","benny blanco","Bad Decisions (with BTS & Snoop Dogg)",172714
"2022-09-17 16:31","Twenty One Pilots","We Don't Believe What's on TV",177200
"2022-09-17 16:35","Halsey","Hurricane",223081
"2022-09-17 16:39","The Script","Breakeven",261426
"2022-09-17 16:40","The Script","If You See Kay",63804
"2022-09-17 16:40","State Champs","I Would Try",6138
"2022-09-17 16:40","Waterparks","Powerless",1436
"2022-09-17 16:42","Justin Bieber","Mark My Words",134346
"2022-09-17 16:45","The 1975","The Ballad Of Me And My Brain",171443
"2022-09-17 16:49","BANNERS","Into The Storm",220066
"2022-09-17 16:53","With Confidence","Tails",249240
"2022-09-17 16:57","The Summer Set","When The Party Ends (Can't Hardly Wait)",237293
"2022-09-17 17:01","Tonight Alive","The Other Side",220320
"2022-09-17 17:05","Movements","Losing My Religion",269946
"2022-09-17 17:18","Twenty One Pilots","Migraine",134123
"2022-09-17 23:37","Joji","Daylight",2997
"2022-09-17 23:41","Joji","Glimpse of Us",233456
"2022-09-17 23:44","Joji","Daylight",163905
"2022-09-18 02:35","Twenty One Pilots","Migraine",104902
"2022-09-18 02:39","Grayscale","Love Yourself",206640
"2022-09-18 02:42","This Century","Wonder Why",210294
"2022-09-18 02:49","Joji","Window",143547
"2022-09-18 02:58","We The Kings","Queen of Hearts",176582
"2022-09-18 18:22","We The Kings","Queen of Hearts",38444
"2022-09-18 18:25","We The Kings","Don't Speak Liar",179653
"2022-09-18 18:29","Eraserheads","Huwag Mo Nang Itanong",252000
"2022-09-18 18:33","LANY","Made In Hollywood",214245
"2022-09-18 18:36","Simple Plan","Jump",188400
"2022-09-19 03:54","LANY","Malibu Nights",41378
"2022-09-19 03:59","Carly Rae Jepsen","Warm Blood",253078
"2022-09-19 04:01","State Champs","Back and Forth",172597
"2022-09-19 04:04","Tonight Alive","The Ocean",181146
"2022-09-19 04:09","Ang Bandang Shirley","Glacier",261893
"2022-09-19 04:13","Carly Rae Jepsen","I Didn’t Just Come Here To Dance",219893
"2022-09-19 04:16","San Cisco","That Boy",196466
"2022-09-19 04:21","WALK THE MOON","Iscariot",323680
"2022-09-19 04:25","Mayday Parade","Letting Go",230920
"2022-09-19 04:29","Ed Sheeran","Photograph",258986
"2022-09-19 04:33","The 1975","Menswear",206737
"2022-09-19 04:36","Fall Out Boy","27",192080
"2022-09-19 04:39","Carly Rae Jepsen","Call Me Maybe",193400
"2022-09-19 04:46","Rex Orange County","It's Not The Same Anymore",386200
"2022-09-19 04:50","The Summer Set","Slip Away",230602
"2022-09-19 04:54","My Chemical Romance","SING",271333
"2022-09-19 04:59","The Script","The Man Who Can't Be Moved - Live At The Aviva Stadium, Dublin",295613
"2022-09-19 05:03","Neck Deep","Happy Judgement Day",213010
"2022-09-19 05:05","blackbear","smile again",149253
"2022-09-19 05:20","Paramore","26",221720
"2022-09-19 05:23","Panic! At The Disco","Nine in the Afternoon",192893
"2022-09-19 05:27","ZAYN","A Whole New World (End Title) - From ""Aladdin""",242956
"2022-09-19 05:30","blackbear","u love u (with Tate McRae)",189062
"2022-09-19 05:34","Carly Rae Jepsen","Right Words Wrong Time",200840
"2022-09-19 05:37","Twenty One Pilots","Formidable",176324
"2022-09-19 05:40","Mayday Parade","Bruised and Scarred",203293
"2022-09-19 05:43","Panic! At The Disco","Old Fashioned",166733
"2022-09-19 05:47","Too Close To Touch","Let It Be",232080
"2022-09-19 05:50","With Confidence","That Something",168040
"2022-09-19 05:53","Hot Chelle Rae","Bushes",201840
"2022-09-19 05:56","WALK THE MOON","Headphones",186546
"2022-09-19 06:01","Twenty One Pilots","Heathens (feat. MUTEMATH)",274666
"2022-09-19 06:59","The Mindset Mentor","8 Steps to Relieve Stress",0
"2022-09-19 06:59","The Mindset Mentor","4 Steps to Learn Anything Faster",27713
"2022-09-19 06:59","The Mindset Mentor","Stop Fighting For What You Don't Want",0
"2022-09-19 07:08","Jason Derulo","In My Head",147194
"2022-09-19 07:09","The Mindset Mentor","4 Steps to Learn Anything Faster",585861
"2022-09-19 07:19","The Mindset Mentor","8 Steps to Relieve Stress",2024
"2022-09-19 16:13","The Mindset Mentor","8 Steps to Relieve Stress",962916
"2022-09-19 16:44","Ang Walang Kwentang Podcast","Another Case of “Ay May Letter Sender Pala Tayo!”",1224584
"2022-09-19 21:40","Ang Walang Kwentang Podcast","Another Case of “Ay May Letter Sender Pala Tayo!”",391022
"2022-09-19 22:17","Ang Walang Kwentang Podcast","Another Case of “Ay May Letter Sender Pala Tayo!”",5120
"2022-09-19 22:17","Ang Walang Kwentang Podcast","[VIDEO] Ang Paghaharap ni Milo at ni “Salve”: A Road Trip Memz",90815
"2022-09-19 22:56","Ang Walang Kwentang Podcast","[VIDEO] Ang Paghaharap ni Milo at ni “Salve”: A Road Trip Memz",1425296
"2022-09-20 03:07","Ang Walang Kwentang Podcast","Another Case of “Ay May Letter Sender Pala Tayo!”",2506
"2022-09-20 03:07","Ang Walang Kwentang Podcast","[VIDEO] Ang Paghaharap ni Milo at ni “Salve”: A Road Trip Memz",3643
"2022-09-20 03:07","Ang Walang Kwentang Podcast","[VIDEO] Ang Paghaharap ni Milo at ni “Salve”: A Road Trip Memz",10594
"2022-09-20 03:18","Ang Walang Kwentang Podcast","[VIDEO] Ang Paghaharap ni Milo at ni “Salve”: A Road Trip Memz",349773
"2022-09-20 03:20","NewJeans","Hype Boy",3501
"2022-09-20 03:20","Nicky Youre","Sunroof",29445
"2022-09-20 03:20","BLACKPINK","Shut Down",106618
"2022-09-20 03:23","Rex Orange County","THE SHADE",181506
"2022-09-20 03:29","Ben&Ben","Paninindigan Kita",312234
"2022-09-20 03:34","Adie","Tahanan",293727
"2022-09-20 03:37","Ang Walang Kwentang Podcast","[VIDEO] Ang Paghaharap ni Milo at ni “Salve”: A Road Trip Memz",0
"2022-09-20 03:43","NOBITA","Ikaw Lang",263500
"2022-09-20 03:44","BLACKPINK","Pink Venom",75598
"2022-09-20 03:45","Adie","Mahika",12112
"2022-09-20 03:54","Lola Amour","Fallen",13816
"2022-09-20 03:58","Lola Amour","Fallen",188514
"2022-09-20 04:02","Adie","Tahanan",293727
"2022-09-20 04:06","Troye Sivan","Angel Baby",220779
"2022-09-20 04:10","Arthur Nery","Higa",245760
"2022-09-20 04:14","BLACKPINK","The Happiest Girl",222025
"2022-09-20 15:31","Adie","Mahika",33613
"2022-09-20 15:36","Ben&Ben","Paninindigan Kita",312234
"2022-09-20 15:38","Chris Brown","Under The Influence",71166
"2022-09-20 15:39","Fujii Kaze","死ぬのがいいわ",1392
"2022-09-20 15:39","Al James","Repeat",58777
"2022-09-20 15:39","Ricky Montgomery","Line Without a Hook",880
"2022-09-20 15:39","Ricky Montgomery","Line Without a Hook",10593
"2022-09-20 15:42","Paramore","Playing God",182800
"2022-09-20 15:46","Maroon 5","Daylight",225066
"2022-09-20 15:49","Panic! At The Disco","Hallelujah",180626
"2022-09-20 15:52","Mayday Parade","Jamie All Over",216000
"2022-09-20 15:57","Twenty One Pilots","Car Radio",267720
"2022-09-20 16:00","All Time Low","Break Your Little Heart",171706
"2022-09-20 16:03","Imagine Dragons","Warriors",171040
"2022-09-20 16:06","Faber Drive","Candy Store feat. Ish",196440
"2022-09-20 16:10","Paramore","crushcrushcrush",189373
"2022-09-20 16:13","Fall Out Boy","This Ain't A Scene, It's An Arms Race",212040
"2022-09-20 16:31","Twenty One Pilots","Guns for Hands",36909
"2022-09-20 20:02","Twenty One Pilots","Guns for Hands",236874
"2022-09-20 20:07","Dua Lipa","Blow Your Mind (Mwah)",2781
"2022-09-20 20:07","The Script","The Man Who Can't Be Moved",200225
"2022-09-20 20:13","Owl City","Vanilla Twilight",231706
"2022-09-20 20:21","Adie","Mahika",181057
"2022-09-20 20:21","Olivia Rodrigo","enough for you",4818
"2022-09-20 20:21","Rihanna","Hate That I Love You",52456
"2022-09-20 20:21","Ben&Ben","Paninindigan Kita",10402
"2022-09-20 20:24","benny blanco","Bad Decisions (with BTS & Snoop Dogg)",172714
"2022-09-20 20:27","Neck Deep","Candour",197075
"2022-09-20 20:31","The Maine","If I Only Had The Heart",211080
"2022-09-20 20:34","We The Kings","You and Only You",186880
"2022-09-20 20:40","Carly Rae Jepsen","Feels Right",163133
"2022-09-20 20:44","Mayday Parade","Stuck In Remission",202933
"2022-09-20 20:47","Eraserheads","Toyang - Live",16233
"2022-09-20 20:47","Maroon 5","Ladykiller",163973
"2022-09-20 20:51","Mayday Parade","Amber Lynn - EP Version",233502
"2022-09-20 20:54","Olivia Rodrigo","jealousy, jealousy",173160
"2022-09-20 20:57","Empire Cast","Remember The Music (feat. Jennifer Hudson)",203360
"2022-09-20 21:01","The Maine","You'll Never Know",233023
"2022-09-20 21:07","Shirebound & Busking","Waltz of Four Left Feet",337580
"2022-09-20 21:10","The Script","Without Those Songs",226293
"2022-09-20 21:14","All Time Low","Runaways",214878
"2022-09-20 21:17","Eraserheads","Huwag Kang Matakot - Live",185853
"2022-09-20 21:20","Ariana Grande","borderline (feat. Missy Elliott)",177533
"2022-09-20 21:24","Troye Sivan","Seventeen",1474
"2022-09-20 21:24","Tonight Alive","Ten Times Better",638
"2022-09-20 21:24","Rihanna","Hate That I Love You",213961
"2022-09-20 21:24","Boys Like Girls","Heart Heart Heartbreak",2182
"2022-09-20 21:29","Ed Sheeran","Perfect",263400
"2022-09-20 21:32","The Maine","24 Floors",223062
"2022-09-20 21:35","Catfish and the Bottlemen","Emily",138573
"2022-09-20 21:39","Beach Weather","Goddess",272573
"2022-09-20 21:42","The Maine","Santa Stole My Girlfriend",182960
"2022-09-20 21:46","Vanessa Carlton","A Thousand Miles",237493
"2022-09-20 21:50","State Champs","Dead and Gone",191756
"2022-09-20 21:56","The 1975","I like it when you sleep, for you are so beautiful yet so unaware of it",386087
"2022-09-20 22:00","Shawn Mendes","Imagination",217773
"2022-09-20 22:03","A Rocket To The Moon","Give a Damn",204733
"2022-09-20 22:06","WALK THE MOON","Work This Body",175906
"2022-09-20 22:10","Troye Sivan","Postcard (feat. Gordi)",216605
"2022-09-20 22:13","Mayday Parade","Walk On Water Or Drown",210000
"2022-09-20 22:17","Tonight Alive","Let It Land",214200
"2022-09-21 01:26","PVRIS","Eyelids",0
"2022-09-21 01:26","AURORA","All Is Soft Inside",21063
"2022-09-21 01:26","Simple Plan","I Won't Be There",1309
"2022-09-21 01:26","Ben&Ben","Fall",744
"2022-09-21 01:26","Catfish and the Bottlemen","Postpone",1634
"2022-09-21 01:26","The Maine","I Feel It All Over",242
"2022-09-21 01:26","Ang Bandang Shirley","Polygonal Graphs",555
"2022-09-21 01:26","The 1975","M.O.N.E.Y.",378
"2022-09-21 01:30","All Time Low","Oh, Calamity!",226328
"2022-09-21 01:34","Mayday Parade","Kids in Love - EP Version",228908
"2022-09-21 01:46","December Avenue","Fallin'",66123
"2022-09-21 02:44","Ben&Ben","Fall",244653
"2022-09-21 02:48","Catfish and the Bottlemen","Postpone",245533
"2022-09-21 02:53","AURORA","All Is Soft Inside",308946
"2022-09-21 02:57","Simple Plan","I Won't Be There",189306
"2022-09-21 03:00","Ang Bandang Shirley","Polygonal Graphs",190920
"2022-09-21 03:04","The Maine","I Feel It All Over",240770
"2022-09-21 03:09","PVRIS","Eyelids",307066
"2022-09-21 03:13","The 1975","M.O.N.E.Y.",216563
"2022-09-21 03:16","All Time Low","Oh, Calamity!",226328
"2022-09-21 03:20","Mayday Parade","Kids in Love - EP Version",228908
"2022-09-21 03:24","December Avenue","Fallin'",250813
"2022-09-21 03:27","Neck Deep","Smooth Seas Don't Make Good Sailors",185286
"2022-09-21 03:31","Fall Out Boy","This Ain't A Scene, It's An Arms Race",212040
"2022-09-21 03:35","Mayday Parade","Your Song - EP Version",249338
"2022-09-21 03:38","The Maine","Fuel to the Fire",191733
"2022-09-21 03:42","The Maine","Mr. Winter",201640
"2022-09-21 03:45","Fall Out Boy","Saturday",216699
"2022-09-21 03:49","Ariana Grande","God is a woman",197546
"2022-09-21 03:53","Ben&Ben","Hummingbird",264913
"2022-09-21 03:54","Panic! At The Disco","Introduction",36973
"2022-09-21 03:57","Eraserheads","Hula",188213
"2022-09-21 04:00","Faber Drive","Life Is Waiting",186093
"2022-09-21 04:03","Panic! At The Disco","Memories",205533
"2022-09-21 04:07","The 1975","The Man Who Married A Robot / Love Theme",213335
"2022-09-21 04:11","Mayday Parade","The Silence",215866
"2022-09-21 04:14","Paramore","Monster - Transformers Soundtrack Version",200146
"2022-09-21 04:17","Fall Out Boy","Champagne For My Real Friends, Real Pain For My Sham Friends",203826
"2022-09-21 04:21","Waterparks","Powerless",234060
"2022-09-21 04:24","Faber Drive","Do It In Hollywood",187826
"2022-09-21 04:29","Maroon 5","Story - Non-LP Version",269573
"2022-09-21 04:33","The Foxies","Wander in Lust",245714
"2022-09-21 04:38","Ang Bandang Shirley","Tama Na Ang Drama",272173
"2022-09-21 04:41","Maroon 5","Better That We Break",186306
"2022-09-21 04:44","A Rocket To The Moon","Whole Lotta You - Acoustic",180250
"2022-09-21 04:49","December Avenue","Fallin'",16
"2022-09-21 04:49","Mayday Parade","Stay",174547
"2022-09-21 04:50","Mayday Parade","Stay",40284
"2022-09-21 04:54","Eraserheads","Shirley",241280
"2022-09-21 04:54","Owl City","January 28, 1986",37973
"2022-09-21 04:57","Backstreet Boys","No Place",179746
"2022-09-21 05:09","Carly Rae Jepsen","Fever",75595
"2022-09-21 06:24","The 1975","Fallingforyou",9140
"2022-09-21 15:04","The 1975","Fallingforyou",231998
"2022-09-21 15:05","Empire Cast","No Apologies (feat. Jussie Smollett & Yazz)",1736
"2022-09-21 15:05","Boys Like Girls","Heels Over Head - Original Mix",2438
"2022-09-21 15:05","Imagine Dragons","Working Man",22985
"2022-09-21 15:05","Empire Cast","Good Enough (feat. Jussie Smollett)",760
"2022-09-21 15:05","State Champs","Stick Around",1326
"2022-09-21 15:05","A Rocket To The Moon","First Kiss",1330
"2022-09-21 15:13","The Maine","Last Christmas",500089
"2022-09-21 15:25","Panic! At The Disco","I Have Friends in Holy Spaces",48769
"2022-09-21 18:13","Panic! At The Disco","I Have Friends in Holy Spaces",715
"2022-09-21 18:17","Neck Deep","In Bloom",218054
"2022-09-21 18:20","Stephen Sanchez","Until I Found You",177720
"2022-09-21 18:26","The 1975","I Always Wanna Die (Sometimes)",314662
"2022-09-21 18:30","The 1975","It's Not Living (If It's Not With You)",248335
"2022-09-21 18:43","Simple Plan","When I'm with You",157306
"2022-09-21 18:47","The Maine","You're Still the One",243750
"2022-09-21 18:48","The Script","Walk Away",20733
"2022-09-21 18:54","Rex Orange County","Nothing",293346
"2022-09-21 18:57","Neck Deep","Gold Steps",192726
"2022-09-21 18:58","Neck Deep","Say What You Want",61062
"2022-09-21 18:59","Mayday Parade","The Problem With The Big Picture Is That It's Hard To See - Commentary",24334
"2022-09-21 19:02","Eraserheads","Waiting For The Bus",206053
"2022-09-21 19:06","Fall Out Boy","City In A Garden",205760
"2022-09-21 19:11","Empire Cast","Whatever Makes You Happy (feat. Jennifer Hudson & Juicy J)",195800
"2022-09-21 19:27","We The Kings","Make It or Not",160676
"2022-09-21 19:53","We The Kings","Make It or Not",9045
"2022-09-21 20:08","The Mindset Mentor","100 Million Downloads, 6 Things I Learned",885384
"2022-09-21 20:08","The Mindset Mentor","4-Step Process to Help With Anxiety",0
"2022-09-21 20:21","The Mindset Mentor","How to Change the People Around You",728476
"2022-09-21 20:38","The Mindset Mentor","100 Million Downloads, 6 Things I Learned",458063
"2022-09-21 21:36","Ang Walang Kwentang Podcast","Theatre Memz Feat. Mula Sa Buwan Cast",2093285
"2022-09-21 21:39","benny blanco","Bad Decisions (with BTS & Snoop Dogg)",172714
"2022-09-21 21:54","Charlie Puth","Light Switch",2545
"2022-09-22 17:03","Charlie Puth","Light Switch",185283
"2022-09-22 17:07","NIKI","Every Summertime",215686
"2022-09-22 17:12","Ben&Ben","Paninindigan Kita",312234
"2022-09-22 17:15","j-hope","MORE",180022
"2022-09-22 17:19","Zack Tabudlo","Habang Buhay",244067
"2022-09-22 17:23","Zack Tabudlo","Pano",254400
"2022-09-22 17:24","Harry Styles","As It Was",36742
"2022-09-22 17:36","The Mindset Mentor","Your Memories Are Not Accurate",1811
"2022-09-22 17:36","The Mindset Mentor","6 Simple Tips for Success",732793
"2022-09-22 17:49","The Mindset Mentor","4 Steps to Learn Anything Faster",26707
"2022-09-22 17:49","The Mindset Mentor","Stop Fighting For What You Don't Want",758357
"2022-09-22 18:02","The Mindset Mentor","Your Memories Are Not Accurate",747095
"2022-09-22 18:03","Harry Styles","As It Was",2470
"2022-09-22 18:03","The Mindset Mentor","Stop Fighting For What You Don't Want",16363
"2022-09-22 18:17","Joji","Glimpse of Us",199860
"2022-09-22 19:27","Joji","Glimpse of Us",34077
"2022-09-22 19:29","Charlie Puth","Left and Right (Feat. Jung Kook of BTS)",154486
"2022-09-22 19:33","Zack Tabudlo","Asan Ka Na Ba",241132
"2022-09-22 19:37","Coldplay","My Universe",228000
"2022-09-22 19:41","All Time Low","Some Kind of Disaster",223994
"2022-09-22 19:47","BTS","Dynamite",107070
"2022-09-22 19:48","Ang Walang Kwentang Podcast","Magkakaroon Po Tayo Ng Limang Minutong Pagitan: A Cinemalaya Memoirz",6672
"2022-09-23 16:34","benny blanco","Bad Decisions (with BTS & Snoop Dogg)",172714
"2022-09-23 16:38","Twenty One Pilots","Ride (feat. MUTEMATH)",228800
"2022-09-23 16:42","The Ransom Collective","Images",296964
"2022-09-23 16:43","San Cisco","Beach",1821
"2022-09-23 16:43","San Cisco","Beach",2613
"2022-09-23 16:43","Maroon 5","Can't Stop",1243
"2022-09-23 16:43","Eraserheads","Kamasupra - Live",1507
"2022-09-23 16:43","Eraserheads","Kamasupra - Live",753
"2022-09-23 16:45","Catfish and the Bottlemen","Kathleen",160886
"2022-09-23 16:49","Paramore","All I Wanted",225786
"2022-09-23 16:50","Fall Out Boy","Church",30391
"2022-09-23 16:53","Paramore","Still into You",216013
"2022-09-23 16:55","Ang Walang Kwentang Podcast","Magkakaroon Po Tayo Ng Limang Minutong Pagitan: A Cinemalaya Memoirz",914508
"2022-09-23 16:57","Panic! At The Disco","Dying in LA",229053
"2022-09-23 17:00","Maroon 5","Hands All Over",192853
"2022-09-23 17:15","Twenty One Pilots","Air Catcher",41060
"2022-09-25 07:28","Ang Walang Kwentang Podcast","We are Singers First: A Videoke Memoir",1255672
"2022-09-25 07:29","Ang Walang Kwentang Podcast","Uy, Suki! Uy, Ganda! May Pabango Ka Na Ba Diyan?",21055
"2022-09-25 07:29","Ang Walang Kwentang Podcast","[VIDEOCAST] Minukbang Ko’ng Lahat at Hindi Nagtira: The Tale of Chipay and Chamody",61649
"2022-09-25 08:06","Ang Walang Kwentang Podcast","Are you a quarter-life crisis din po? Feat. Janine Gutierrez and Direk Samantha Lee of Sleep With Me",1684736
