"endTime","artistName","trackName","msPlayed"
"2022-06-21 04:08","Neck Deep","Threat Level Midnight",156063
"2022-06-21 07:12","Neck Deep","Threat Level Midnight",10845
"2022-06-21 07:16","A Rocket To The Moon","You're My Song",0
"2022-06-21 07:16","Silent Sanctuary","Masanay Ka Muna",0
"2022-06-21 07:16","State Champs","Small Talk",0
"2022-06-21 07:16","Justin Bieber","Purpose",0
"2022-06-21 07:18","Silent Sanctuary","Masanay Ka Muna",0
"2022-06-21 07:18","All Time Low","Jasey Rae",360
"2022-06-21 07:23","All Time Low","Jasey Rae",213060
"2022-06-21 07:23","All Time Low","Old Scars / Future Hearts",547
"2022-06-21 07:27","Panic! At The Disco","Mad as Rabbits",228066
"2022-06-21 07:30","Miley Cyrus","Party In The U.S.A.",202129
"2022-06-21 07:33","Maroon 5","Give A Little More",180326
"2022-06-21 07:37","Eraserheads","Ligaya - Live",1205
"2022-06-21 07:37","Tonight Alive","Eject, Eject, Eject!",10290
"2022-06-21 07:37","The 1975","The City - EP Version",221936
"2022-06-21 07:42","Khalid","Keep Me",276271
"2022-06-21 07:48","A Rocket To The Moon","Dakota",211255
"2022-06-21 07:48","LANY","Hericane",31006
"2022-06-21 07:49","The 1975","Anobrain",3853
"2022-06-21 07:49","The 1975","Lostmyhead",4557
"2022-06-21 07:49","ZAYN","iT's YoU",6807
"2022-06-21 07:49","Echosmith","Come with Me",21401
"2022-06-21 07:49","Eraserheads","Toyang",3542
"2022-06-21 07:52","We The Kings","Somebody To Call My Own",2960
"2022-06-21 07:52","The Maine","Happy",163654
"2022-06-21 07:52","AURORA","Home",4043
"2022-06-21 07:55","Mayday Parade","It's Hard To Be Religious When Certain People Are Never Incinerated By Bolts Of Lightning",202199
"2022-06-21 07:56","Maroon 5","My Heart Is Open",18141
"2022-06-21 08:02","Keri Hilson","Knock You Down",326217
"2022-06-21 08:02","Halsey","Strangers",17060
"2022-06-21 08:05","Neck Deep","Motion Sickness",205171
"2022-06-21 08:09","Mayday Parade","Still Breathing",232013
"2022-06-21 08:12","Carly Rae Jepsen","Happy Not Knowing",161100
"2022-06-21 08:16","Mayday Parade","I'd Hate To Be You When People Find Out What This Song Is About",241069
"2022-06-21 08:18","Carly Rae Jepsen","Want You In My Room",27514
"2022-06-21 08:18","Rex Orange County","Portrait of Ned",113220
"2022-06-21 08:22","Kesha","TiK ToK",199761
"2022-06-21 08:25","Maroon 5","Until You're Over Me - Non-LP Version",195326
"2022-06-21 08:25","Carly Rae Jepsen","No Drug Like Me",11060
"2022-06-21 08:29","Halsey","Without Me (with Juice WRLD)",228855
"2022-06-21 08:33","Fall Out Boy","Miss Missing You",211069
"2022-06-21 08:37","Adam Levine","Lost Stars",267842
"2022-06-21 08:41","Troye Sivan","Lucky Strike",208979
"2022-06-21 08:45","Maroon 5","Sex And Candy",264753
"2022-06-21 08:45","We The Kings","Secret Valentine",4817
"2022-06-21 08:45","San Cisco","Waiting for the Weekend",4792
"2022-06-21 08:49","Mayday Parade","You're Dead Wrong",239165
"2022-06-21 08:53","Twenty One Pilots","The Run and Go",229000
"2022-06-21 08:56","Catfish and the Bottlemen","Kathleen",160914
"2022-06-21 08:59","This Century","Soul Sucker",216642
"2022-06-21 09:02","Twenty One Pilots","We Don't Believe What's on TV",177200
"2022-06-21 09:06","Mayday Parade","Champagne's For Celebrating (I'll Have A Martini)",236982
"2022-06-21 09:10","A Rocket To The Moon","Call It All Home",239908
"2022-06-21 09:14","State Champs","Critical",202849
"2022-06-21 09:18","Eraserheads","Ligaya",271487
"2022-06-21 09:22","Fall Out Boy","American Beauty/American Psycho - Remix",218964
"2022-06-21 09:25","A Rocket To The Moon","Whole Lotta You",178004
"2022-06-21 09:29","All Time Low","The Edge Of Tonight",231317
"2022-06-21 09:32","Twenty One Pilots","Ride",214506
"2022-06-21 09:36","The Script","Paint the Town Green",211812
"2022-06-21 09:40","Neck Deep","December",218954
"2022-06-21 09:43","Maroon 5","New Love",196580
"2022-06-21 09:46","Camila Cabello","Havana (feat. Young Thug)",217338
"2022-06-21 09:51","Twenty One Pilots","Guns for Hands",273335
"2022-06-21 09:54","Tonight Alive","Everywhere",188824
"2022-06-21 09:57","Panic! At The Disco","Hallelujah",180626
"2022-06-21 10:00","Neck Deep","Mileage",159567
"2022-06-21 10:03","The 1975","The Man Who Married A Robot / Love Theme",213344
"2022-06-21 10:07","The Maine","Love & Drugs",210279
"2022-06-21 10:11","The Maine","Mr. Winter",201642
"2022-06-21 10:14","Dua Lipa","Don't Start Now",183298
"2022-06-21 10:17","We The Kings","Queen of Hearts",214691
"2022-06-21 10:22","Autotelic","Close Your Eyes",254072
"2022-06-21 10:25","Dua Lipa","Levitating",203824
"2022-06-21 10:28","Hot Chelle Rae","Why Don't You Love Me (feat. Demi Lovato)",184053
"2022-06-21 10:28","Angus & Julia Stone","Chateau",1288
"2022-06-21 10:28","Shawn Mendes","Mutual",4694
"2022-06-21 10:39","PVRIS","Heaven",254397
"2022-06-21 10:42","Fall Out Boy","The Last Of The Real Ones",230434
"2022-06-21 10:43","Slepym","Don't Taste",12850
"2022-06-21 11:02","The Maine","Flowers on the Grave",357460
"2022-06-21 12:26","The Maine","Flowers on the Grave",2100
"2022-06-21 20:13","The Maine","Flowers on the Grave",499104
"2022-06-21 20:17","PVRIS","No Mercy",239120
"2022-06-21 20:21","Twenty One Pilots","Choker",223065
"2022-06-21 20:25","AURORA","Half The World Away",22813
"2022-06-21 20:25","The 1975","You",3070
"2022-06-21 20:25","Nate Ruess","AhHa",4351
"2022-06-21 20:25","Harry Styles","Sunflower, Vol. 6",221843
"2022-06-21 20:25","Noughts And Exes","Hearts",2530
"2022-06-21 20:25","Halsey","Hopeless",2108
"2022-06-21 20:28","Eraserheads","Huwag Kang Matakot - Live",185898
"2022-06-21 20:29","Panic! At The Disco","Folkin' Around",48298
"2022-06-21 20:33","Ang Bandang Shirley","Pait",14166
"2022-06-21 20:33","WALK THE MOON","Different Colors",222075
"2022-06-21 20:36","Neck Deep","Kali Ma",170805
"2022-06-21 20:37","BANNERS","Firefly",24241
"2022-06-21 20:41","Ed Sheeran","Castle on the Hill",261178
"2022-06-21 20:44","My Chemical Romance","I'm Not Okay (I Promise)",188220
"2022-06-21 20:48","Carly Rae Jepsen","When I Needed You",221053
"2022-06-21 20:51","Panic! At The Disco","Ready to Go (Get Me Out of My Mind)",217060
"2022-06-21 20:54","ZAYN","fOoL fOr YoU",143370
"2022-06-21 20:54","AURORA","Conqueror",5634
"2022-06-21 20:54","The Ransom Collective","Hither",3866
"2022-06-21 20:57","All Time Low","Thanks to You",214784
"2022-06-21 21:00","Paramore","Escape Route",177556
"2022-06-21 21:04","Simple Plan","Jet Lag (feat. Natasha Bedingfield)",204591
"2022-06-21 21:07","The Script","I'm Yours",7548
"2022-06-21 21:07","Ed Sheeran","Take It Back",160080
"2022-06-21 21:08","Mayday Parade","Ocean And Atlantic - Demo Version",1250
"2022-06-21 21:08","Mayday Parade","No Heroes Allowed",76734
"2022-06-21 21:08","Mayday Parade","Take This To Heart",443
"2022-06-21 21:08","Ariana Grande","the light is coming (feat. Nicki Minaj)",984
"2022-06-21 21:08","Bruno Mars","That's What I Like",1643
"2022-06-21 21:11","Panic! At The Disco","(Fuck A) Silver Lining",168613
"2022-06-21 21:15","Fall Out Boy","Yule Shoot Your Eye Out - Bonus Track",221053
"2022-06-21 21:18","All Time Low","Kicking & Screaming",6765
"2022-06-21 21:18","*NSYNC","(God Must Have Spent) A Little More Time On You - Remix",3013
"2022-06-21 21:18","Mayday Parade","Sorry, Not Sorry",205403
"2022-06-21 21:18","Bruno Mars","Chunky",1893
"2022-06-21 21:22","Panic! At The Disco","But It's Better If You Do",205775
"2022-06-21 21:25","Owl City","Fireflies",228414
"2022-06-21 21:26","Autotelic","Takipsilim",3854
"2022-06-21 21:26","Niall Horan","Too Much To Ask",5543
"2022-06-21 21:26","Maroon 5","Love Somebody",717
"2022-06-21 21:33","James Reid","Mean 2 U",24599
"2022-06-21 21:33","Panic! At The Disco","Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off",200248
"2022-06-21 21:37","Catfish and the Bottlemen","Pacifier",237540
"2022-06-21 21:41","Faber Drive","Forever",12580
"2022-06-21 21:41","Justin Bieber","Get Used To It",238143
"2022-06-21 21:41","*NSYNC","Gone",2484
"2022-06-21 21:50","Troye Sivan","TALK ME DOWN",237493
"2022-06-21 21:54","This Century","Do It To Me",61
"2022-06-21 21:54","Tonight Alive","Oxygen",787
"2022-06-21 21:54","Owl City","Honey And The Bee",397
"2022-06-21 21:54","Fall Out Boy","American Beauty/American Psycho",14090
"2022-06-21 21:54","The 1975","I Always Wanna Die (Sometimes)",1508
"2022-06-21 21:54","Paramore","Idle Worship",1740
"2022-06-21 21:54","Mayday Parade","Walk On Water Or Drown",92
"2022-06-21 21:54","The 1975","I Couldn't Be More In Love",232013
"2022-06-21 21:54","LANY","Valentine's Day",562
"2022-06-21 21:58","Troye Sivan","Dance To This (feat. Ariana Grande)",231874
"2022-06-21 22:09","Paramore","Be Alone",75468
"2022-06-22 04:03","Paramore","Be Alone",6680
"2022-06-22 07:30","Khalid","Cold Blooded",0
"2022-06-22 07:30","Catfish and the Bottlemen","Kathleen",2430
"2022-06-22 07:30","Paramore","Be Alone",138547
"2022-06-22 07:30","Harry Styles","Canyon Moon",3827
"2022-06-22 07:30","Fall Out Boy","My Heart Is The Worst Kind Of Weapon - Demo",2001
"2022-06-22 07:30","Paramore","Misguided Ghosts",1565
"2022-06-22 07:30","LANY","Run",0
"2022-06-22 07:30","The Summer Set","Mona Lisa",0
"2022-06-22 07:30","Hot Chelle Rae","Beautiful Freaks",4507
"2022-06-22 07:30","Maroon 5","Wipe Your Eyes",0
"2022-06-22 07:36","Ang Bandang Shirley","Siberia",211394
"2022-06-22 07:39","Beach Weather","Swoon",221936
"2022-06-22 07:40","LANY","BRB / Kiss",30134
"2022-06-22 07:46","Mayday Parade","Jamie All Over",216000
"2022-06-22 07:49","Fall Out Boy","A Little Less Sixteen Candles, A Little More ""Touch Me""",169041
"2022-06-22 07:50","All Time Low","Coffee Shop Soundtrack (Acoustic Remix)",18486
"2022-06-22 07:50","WALK THE MOON","Drunk In The Woods",1198
"2022-06-22 07:50","Carly Rae Jepsen","Real Love",704
"2022-06-22 07:53","Fall Out Boy","Sophomore Slump Or Comeback Of The Year",203778
"2022-06-22 07:56","Panic! At The Disco","Say Amen (Saturday Night)",189196
"2022-06-22 08:00","Sam Smith","Too Good At Goodbyes",201038
"2022-06-22 08:04","Silent Sanctuary","Pasensya Ka Na",241069
"2022-06-22 08:07","Simple Plan","P.S. I Hate You",183159
"2022-06-22 08:11","Quietdrive","Forget the Lies",266379
"2022-06-22 08:13","AS IT IS","Such Great Heights",91971
"2022-06-22 08:13","We The Kings","Every Single Dollar",1860
"2022-06-22 08:18","Panic! At The Disco","Pas de Cheval",159428
"2022-06-22 08:21","Paramore","Playing God",182800
"2022-06-22 08:22","Harry Styles","Lights Up",1912
"2022-06-22 08:22","Troye Sivan","Seventeen",0
"2022-06-22 08:22","Faber Drive","Lucky Ones",34584
"2022-06-22 08:22","PVRIS","Let Them In",0
"2022-06-22 08:22","Twenty One Pilots","House of Gold",1104
"2022-06-22 08:25","Twenty One Pilots","House of Gold",163880
"2022-06-22 08:29","Paramore","Turn It Off",259720
"2022-06-22 08:34","The Foxies","Box Wine",259599
"2022-06-22 08:37","Westlife","Hello My Love",214227
"2022-06-22 08:41","Troye Sivan","HEAVEN",261131
"2022-06-22 08:45","Faber Drive","Solitary",218917
"2022-06-22 08:48","Twenty One Pilots","Shy Away - Livestream Version",176481
"2022-06-22 08:52","Tonight Alive","Come Home",207725
"2022-06-22 08:55","Backstreet Boys","No Place",179768
"2022-06-22 08:58","All Time Low","Dear Maria, Count Me In",182833
"2022-06-22 09:01","Ed Sheeran","Galway Girl",170852
"2022-06-22 09:04","All Time Low","Six Feet Under The Stars",216546
"2022-06-22 09:09","With Confidence","Waterfall",282493
"2022-06-22 09:14","The Weeknd","Tell Your Friends",334367
"2022-06-22 09:18","WALK THE MOON","Come Under the Covers",231317
"2022-06-22 09:22","ZAYN","BeFoUr",208933
"2022-06-22 09:24","State Champs","Nothing's Wrong",107088
"2022-06-22 09:24","Troye Sivan","BITE",1860
"2022-06-22 09:24","Maroon 5","Can't Stop",4395
"2022-06-22 09:24","The 1975","Fallingforyou",1243
"2022-06-22 09:28","WALK THE MOON","Timebomb",1705
"2022-06-22 09:28","The All-American Rejects","Move Along",238886
"2022-06-22 09:28","This Century","Unforgivable",1193
"2022-06-22 09:28","Neck Deep","Over and Over",21132
"2022-06-22 09:28","Owl City","The Bird And The Worm",1763
"2022-06-22 09:28","Ed Sheeran","Sing",1203
"2022-06-22 09:32","Fall Out Boy","Centuries",228391
"2022-06-22 09:36","WALK THE MOON","Jenny",245156
"2022-06-22 09:41","The All-American Rejects","Gives You Hell",213135
"2022-06-22 09:45","The 1975","The City - Single Version",224119
"2022-06-22 09:48","Hot Chelle Rae","Tonight Tonight",200481
"2022-06-22 09:52","Mayday Parade","Black Cat",203917
"2022-06-22 09:56","The Maine","How Do You Feel?",262314
"2022-06-22 09:58","Rex Orange County","A Song About Being Sad",136000
"2022-06-22 10:01","BTS","Butter",164954
"2022-06-22 10:06","Mayday Parade","Jamie All Over - EP Version",243438
"2022-06-22 10:17","We The Kings","Check Yes, Juliet",110471
"2022-06-22 19:44","Panic! At The Disco","Hurricane",3685
"2022-06-22 19:44","We The Kings","Check Yes, Juliet",1111
"2022-06-22 19:47","Neck Deep","Rock Bottom",200914
"2022-06-22 19:50","Panic! At The Disco","Girls / Girls / Boys",206840
"2022-06-22 19:51","Ariana Grande","sweetener",40848
"2022-06-22 19:52","Neck Deep","All Hype, No Heart",3797
"2022-06-22 19:52","Paramore","Emergency",2107
"2022-06-22 19:52","Troye Sivan","Fun",17455
"2022-06-22 19:52","We The Kings","I Feel Alive",2533
"2022-06-22 19:56","PVRIS","St. Patrick (Empty Room Session)",258229
"2022-06-22 20:09","The Maine","Saving Grace (Acoustic)",131610
"2022-06-22 20:13","The Maine","My Best Habit",234667
"2022-06-22 20:16","Jordin Sparks","Tattoo",233499
"2022-06-22 20:20","Maroon 5","Wake Up Call",201317
"2022-06-22 20:22","Maroon 5","Unkiss Me",105121
"2022-06-22 20:22","Shawn Mendes","Crazy",1338
"2022-06-22 20:22","The 1975","Medicine",2192
"2022-06-22 20:25","Neck Deep","A Part Of Me (feat. Laura Whiteside)",189428
"2022-06-22 20:27","Fall Out Boy","Hot To The Touch, Cold On The Inside",84985
"2022-06-22 20:28","Empire Cast","Conqueror (feat. Estelle & Jussie Smollett)",76654
"2022-06-22 20:31","State Champs","Eyes Closed",189196
"2022-06-22 20:35","All Time Low","Time-Bomb",209954
"2022-06-22 20:35","San Cisco","Rocket Ship",18934
"2022-06-22 20:39","Maroon 5","Won't Go Home Without You - Acoustic Version",246317
"2022-06-22 20:40","Oh, Flamingo!","Inconsistencies",74780
"2022-06-22 20:45","PVRIS","Eyelids",307107
"2022-06-22 20:49","Halsey","Alone",205682
"2022-06-22 20:53","Mayday Parade","Your Song - Commentary",11055
"2022-06-22 20:53","The Plot In You","Let It Go",259413
"2022-06-22 20:58","Twenty One Pilots","Cut My Lip",282613
"2022-06-22 21:01","Neck Deep","Up In Smoke",190821
"2022-06-22 21:05","Twenty One Pilots","Hometown",234946
"2022-06-22 21:08","State Champs","How It Used To Be",151069
"2022-06-22 21:13","Twenty One Pilots","Ode to Sleep",308388
"2022-06-22 21:16","Fall Out Boy","Novocaine - Remix",211440
"2022-06-22 21:17","Eraserheads","Futuristic",5808
"2022-06-22 21:20","Boys Like Girls","Holiday",702
"2022-06-22 21:20","Shawn Mendes","Lost In Japan",1000
"2022-06-22 21:20","Maroon 5","Maps - Slaptop Remix",4745
"2022-06-22 21:20","Neck Deep","Serpents",4742
"2022-06-22 21:20","Ariana Grande","make up",0
"2022-06-22 21:20","Fall Out Boy","Alone Together",203476
"2022-06-22 21:20","Halsey","Gasoline",1778
"2022-06-22 21:20","BANNERS","Empires On Fire",9267
"2022-06-22 21:20","The Summer Set","Begin Again",838
"2022-06-22 21:20","Dua Lipa","Hotter Than Hell",1004
"2022-06-22 21:20","Rex Orange County","4 Seasons",911
"2022-06-22 21:20","Mayday Parade","12 Through 15",1148
"2022-06-22 21:20","A Rocket To The Moon","Sometimes",692
"2022-06-22 21:21","Carly Rae Jepsen","Julien",931
"2022-06-22 21:21","The Maine","Bitch Better Have My Money",0
"2022-06-22 21:21","The Maine","Bliss",414
"2022-06-22 21:21","All Time Low","Break Your Little Heart",6390
"2022-06-22 21:21","Imagine Dragons","Demons",1032
"2022-06-22 21:24","The Maine","Bliss",18223
"2022-06-22 21:24","ZAYN","rEaR vIeW",954
"2022-06-22 21:24","Imagine Dragons","Demons",177563
"2022-06-22 21:29","The Maine","You Get What You Give (feat. Brennan Smiley)",294800
"2022-06-22 21:33","izzy mariano","Anchor",35871
"2022-06-22 21:33","All Time Low","Poison",6671
"2022-06-22 21:33","Fall Out Boy","Twin Skeleton's (Hotel In NYC)",220450
"2022-06-22 21:45","Panic! At The Disco","The Overpass",123020
"2022-06-23 07:24","Fall Out Boy","Grenade Jumper",0
"2022-06-23 07:24","The Script","We Cry",395
"2022-06-23 07:24","Ed Sheeran","Runaway",0
"2022-06-23 07:24","Fall Out Boy","The Phoenix",0
"2022-06-23 07:24","Panic! At The Disco","The Overpass",1970
"2022-06-23 07:24","Halsey","Angel On Fire",0
"2022-06-23 07:24","Halsey","Young God",0
"2022-06-23 07:24","Simple Plan","Crazy",0
"2022-06-23 07:24","BANNERS","Into The Storm",37
"2022-06-23 07:24","Mayday Parade","It's Hard To Be Religious When Certain People Are Never Incinerated By Bolts Of Lightning",356
"2022-06-23 07:24","All Time Low","Life of the Party",0
"2022-06-23 07:24","Silent Sanctuary","Sa'yo",0
"2022-06-23 07:24","Liam Payne","Strip That Down (feat. Quavo)",0
"2022-06-23 07:24","Carly Rae Jepsen","Warm Blood",0
"2022-06-23 07:24","Carly Rae Jepsen","Body Language",0
"2022-06-23 07:24","Maroon 5","Just A Feeling",1915
"2022-06-23 07:24","fun.","Some Nights - Intro",0
"2022-06-23 07:24","PVRIS","Separate",0
"2022-06-23 07:24","Neck Deep","Damsel In Distress",0
"2022-06-23 07:24","The Script","No Words",0
"2022-06-23 07:24","Panic! At The Disco","She Had the World",0
"2022-06-23 07:24","Panic! At The Disco","Time to Dance",98
"2022-06-23 07:27","Fall Out Boy","America's Suitehearts",214134
"2022-06-23 07:28","Mayday Parade","Even Robots Need Blankets",975
"2022-06-23 07:28","Seaway","Closer",13795
"2022-06-23 07:28","Troye Sivan","for him.",174
"2022-06-23 07:28","Usher","Yeah! (feat. Lil Jon & Ludacris)",1484
"2022-06-23 07:28","ZAYN","BRIGHT",1020
"2022-06-23 07:31","Halsey","Colors pt. II",13830
"2022-06-23 07:31","Panic! At The Disco","Nails for Breakfast, Tacks for Snacks",203871
"2022-06-23 07:32","Fall Out Boy","Nobody Puts Baby In The Corner",1051
"2022-06-23 07:32","Mayday Parade","I'd Rather Make Mistakes Than Nothing at All",477
"2022-06-23 07:32","Simple Plan","Boom!",830
"2022-06-23 07:32","BANNERS","Back When We Had Nothing",1880
"2022-06-23 07:32","All Time Low","Don't You Go",503
"2022-06-23 07:32","We The Kings","She Takes Me High",507
"2022-06-23 07:32","All Time Low","Break Out! Break Out!",0
"2022-06-23 07:35","Simple Plan","Boom!",189660
"2022-06-23 07:38","Fall Out Boy","Nobody Puts Baby In The Corner",200759
"2022-06-23 07:42","The Maine","Inside of You - Acoustic Version",4061
"2022-06-23 07:42","*NSYNC","Pop",190599
"2022-06-23 07:42","Owl City","Meteor Shower",840
"2022-06-23 07:46","Rex Orange County","Pluto Projector",267520
"2022-06-23 07:47","AURORA","Murder Song (5, 4, 3, 2, 1)",11428
"2022-06-23 07:50","Fall Out Boy","Dance, Dance",180279
"2022-06-23 07:50","Dua Lipa","Blow Your Mind (Mwah)",1976
"2022-06-23 07:50","Fall Out Boy","Eternal Summer",50088
"2022-06-23 07:50","Maroon 5","Feelings",0
"2022-06-23 07:51","You Me At Six","Swear",4198
"2022-06-23 07:53","Rex Orange County","10/10",146093
"2022-06-23 07:58","Hot Chelle Rae","Forever Unstoppable",242602
"2022-06-23 07:59","San Cisco","SloMo",47546
"2022-06-23 08:03","The Script","Rusty Halo",0
"2022-06-23 08:03","State Champs","All or Nothing",219382
"2022-06-23 08:03","Fall Out Boy","It's Hard To Say ""I Do"", When I Don't",17120
"2022-06-23 08:03","Catfish and the Bottlemen","Anything",0
"2022-06-23 08:03","Autotelic","Kahit",1375
"2022-06-23 08:03","Beach Weather","Sex, Drugs, Etc.",2523
"2022-06-23 08:03","Rex Orange County","Sunflower",965
"2022-06-23 08:04","Cobra Starship","Good Girls Go Bad (feat. Leighton Meester)",9659
"2022-06-23 08:06","Neck Deep","I Couldn't Wait To Leave 6 Months Ago",2072
"2022-06-23 08:06","All Time Low","Stella",1160
"2022-06-23 08:06","Paramore","Told You So",102354
"2022-06-23 08:06","Harry Styles","Sweet Creature",1150
"2022-06-23 08:06","Ariana Grande","God is a woman",698
"2022-06-23 08:09","Carly Rae Jepsen","Roses",140640
"2022-06-23 08:14","Skusta Clee","Lagi",214505
"2022-06-23 08:16","Matthaios","Vibe With Me",139203
"2022-06-23 08:20","Al James","Repeat",230016
"2022-06-23 08:24","Lo ki","Kagome",238329
"2022-06-23 08:26","Al James","Ngayong Gabi",137164
"2022-06-23 08:40","Zack Tabudlo","Habang Buhay",244067
"2022-06-23 08:42","BTS","Butter",164952
"2022-06-23 08:45","The Kid LAROI","STAY (with Justin Bieber)",141805
"2022-06-23 08:48","Paramore","Rose-Colored Boy",212853
"2022-06-23 08:53","Zack Tabudlo","Pano",254400
"2022-06-23 08:56","BTS","Permission to Dance",187585
"2022-06-23 08:59","The Maine","Loved You A Little (with Taking Back Sunday and Charlotte Sands)",207280
"2022-06-23 09:03","Sam Concepcion","Diwata (Miss Universe Philippines 2021)",210959
"2022-06-23 09:07","Zack Tabudlo","Asan Ka Na Ba",241132
"2022-06-23 09:11","SB19","What?",270192
"2022-06-23 09:15","The Maine","Black Butterflies and Déjà Vu",203057
"2022-06-23 09:18","Coldplay","My Universe",226198
"2022-06-23 09:22","Zack Tabudlo","Binibini",221538
"2022-06-23 09:25","Rex Orange County","KEEP IT UP",183000
"2022-06-23 09:28","The Maine","Don't Come Down",192825
"2022-06-23 09:32","NIKI","Every Summertime",215686
"2022-06-23 09:35","Zack Tabudlo","Nangangamba",210354
"2022-06-23 09:39","Rex Orange County","Always",197333
"2022-06-23 09:41","Machine Gun Kelly","my ex's best friend (with blackbear)",139460
"2022-06-23 09:44","Fall Out Boy","Thnks fr th Mmrs",203506
"2022-06-23 09:47","Harry Styles","As It Was",167303
"2022-06-23 09:51","David Archuleta","Crush",213520
"2022-06-23 09:52","Paramore","Brick by Boring Brick",1030
"2022-06-23 09:52","anees","sun and moon",33119
"2022-06-23 09:58","Arthur Nery","Pagsamo",295731
"2022-06-23 10:01","Zack Tabudlo","Give Me Your Forever",200203
"2022-06-23 10:05","BTS","Dynamite",199053
"2022-06-23 10:05","Paramore","Told You So",9898
"2022-06-23 10:05","Olivia Rodrigo","traitor",1392
"2022-06-23 10:08","Panic! At The Disco","Girls / Girls / Boys",206840
"2022-06-23 10:12","The Maine","Loved You A Little (with Taking Back Sunday and Charlotte Sands)",207280
"2022-06-23 10:24","Paramore","Hard Times",100779
"2022-06-25 05:29","Paramore","Hard Times",82232
"2022-06-25 05:33","Sam Concepcion","Diwata (Miss Universe Philippines 2021)",210959
"2022-06-25 05:44","Zack Tabudlo","Pano",91527
"2022-06-26 02:31","Zack Tabudlo","Pano",163288
"2022-06-26 02:48","Unique Salonga","Sino",226051
"2022-06-26 02:59","David Archuleta","A Little Too Not Over You",824
"2022-06-26 02:59","Shehyee","Trip Lang",2764
"2022-06-26 02:59","Unique Salonga","Sino",1562
"2022-06-26 03:10","Zack Tabudlo","Nangangamba",48680
"2022-06-26 03:46","Zack Tabudlo","Nangangamba",161953
"2022-06-26 03:51","Zack Tabudlo","Asan Ka Na Ba",233544
"2022-06-26 03:55","Paramore","Rose-Colored Boy",212853
"2022-06-26 04:00","The Maine","Loved You A Little (with Taking Back Sunday and Charlotte Sands)",207280
"2022-06-26 04:12","Paramore","Hard Times",70559
"2022-06-28 07:19","Dua Lipa","Don't Start Now",183290
"2022-06-28 07:23","Faber Drive","24 Story Love Affair",217173
"2022-06-28 07:27","Simple Plan","The Worst Day Ever",207133
"2022-06-28 07:30","Faber Drive","Just What I Needed",171891
"2022-06-28 07:33","Ne-Yo","Sexy Love",220853
"2022-06-28 07:38","Mayday Parade","Just Say You're Not Into It - Commentary",27771
"2022-06-28 07:38","Halsey","Colors",249499
"2022-06-28 07:41","All Time Low","Backseat Serenade",201075
"2022-06-28 07:46","We The Kings","What You Do To Me",259666
"2022-06-28 07:49","Panic! At The Disco","Nine in the Afternoon",192893
"2022-06-28 07:52","Tonight Alive","5 Years",169853
"2022-06-28 07:55","Twenty One Pilots","Heathens",195743
"2022-06-28 08:08","Paramore","Rose-Colored Boy",164126
"2022-06-28 08:26","Panic! At The Disco","The Calendar",1568
"2022-06-28 08:29","Harry Styles","Watermelon Sugar",174033
"2022-06-28 08:32","The Maine","Saving Grace (Acoustic)",188750
"2022-06-28 08:37","Paramore","Daydreaming",271026
"2022-06-28 08:38","Carly Rae Jepsen","Julien",23625
"2022-06-28 08:45","Twenty One Pilots","Ode to Sleep",308388
"2022-06-28 08:49","Twenty One Pilots","Trapdoor",25549
"2022-06-28 08:49","The 1975","Lostmyhead",1584
"2022-06-28 08:49","The Maine","So Criminal",2405
"2022-06-28 08:49","Twenty One Pilots","Oh Ms Believer",217000
"2022-06-28 08:49","Twenty One Pilots","A Car, A Torch, A Death",1453
"2022-06-28 08:53","Panic! At The Disco","Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off",200248
"2022-06-28 08:56","AURORA","Home",525
"2022-06-28 08:56","Paramore","No Friend",203773
"2022-06-28 09:00","Twenty One Pilots","Semi-Automatic",253680
"2022-06-28 09:04","Rex Orange County","New House",199052
"2022-06-28 09:07","Mayday Parade","Still Breathing",232013
"2022-06-28 09:11","Bruno Mars","Just the Way You Are",220798
"2022-06-28 09:23","The Maine","Taxi",96135
"2022-06-28 09:33","Rex Orange County","Sycamore Girl",1850
"2022-06-28 09:33","Paramore","Miracle",1136
"2022-06-28 09:37","Troye Sivan","WILD",219544
"2022-06-28 09:41","Rex Orange County","Belly (The Grass Stains)",259735
"2022-06-28 09:41","The 1975","How To Draw / Petrichor",11502
"2022-06-28 09:45","Paramore","Proof - Live at Red Rocks Amphitheatre, Morrison, CO, 8/12/2014",211972
"2022-06-28 09:46","Paramore","Interlude: Moving On",90320
"2022-06-28 10:01","Twenty One Pilots","Cut My Lip",97210
"2022-06-28 19:50","Twenty One Pilots","Cut My Lip",378
"2022-06-28 19:53","Dance Gavin Dance","Semi-Charmed Life",224466
"2022-06-28 20:08","Ed Sheeran","Thinking out Loud",281560
"2022-06-28 20:13","Simple Plan","Perfect - Acoustic Version",247386
"2022-06-28 20:17","The Script","It's Not Right for You",264733
"2022-06-28 20:23","PVRIS","What's Wrong",298933
"2022-06-28 20:26","The Maine","Don't Stop Now",216549
"2022-06-28 20:27","The 1975","Fallingforyou",29793
"2022-06-28 20:31","Tonight Alive","Complexes",248499
"2022-06-28 20:36","The Maine","Perfectly out of Key",238376
"2022-06-28 20:39","Halsey","Coming Down",223329
"2022-06-28 20:42","Hot Chelle Rae","Downtown Girl",176610
